claim_id,claim_text,evidence_ids,evidence_text
claim-1167,lake-bottom sediments florida tell us recent major hurricane activity gulf mexico less frequent centuries past,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-323590', 'evidence-57888', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'total increase global warming century ~0 3 °c rather catastrophic warming 3-6°c 4-11°f predicted ipcc', 'global warming refers global averages amount warming varying region', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-623,noted oceanographer walter munk referred sea-level rise “enigma”,"['evidence-430265', 'evidence-1150493', 'evidence-540292', 'evidence-57888', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-311208', 'evidence-1086865', 'evidence-338987']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'global warming contributes 0 6°c', 'global warming refers global averages amount warming varying region', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'proceed warming', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming']"
claim-2882,trenberth views clarified paper imperative climate change planning tracking earth global energy,"['evidence-430265', 'evidence-540292', 'evidence-126737', 'evidence-57888', 'evidence-1150493', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-1698,around 97% climate experts agree humans causing global warming,"['evidence-430265', 'evidence-540292', 'evidence-1150493', 'evidence-57888', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-311208', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'global warming refers global averages amount warming varying region', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'proceed warming', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-181,reefs need carbon dioxide it’s basic food,"['evidence-430265', 'evidence-1150493', 'evidence-126737', 'evidence-57888', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-311208', 'evidence-413410', 'evidence-1086865', 'evidence-338987']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'proceed warming', 'greenhouse gas causing warming rate warming higher troposphere surface', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming']"
claim-281,interview bbc scandal broke dr jones admitted statistically significant global warming since 1995,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-126737', 'evidence-57888', 'evidence-323590', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'total increase global warming century ~0 3 °c rather catastrophic warming 3-6°c 4-11°f predicted ipcc', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-2809,motions massive oceans heat moved deep layers surface provides variability time scales years centuries,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-323590', 'evidence-57888', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'total increase global warming century ~0 3 °c rather catastrophic warming 3-6°c 4-11°f predicted ipcc', 'global warming refers global averages amount warming varying region', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-1928,nasa finds antarctica gaining ice,"['evidence-430265', 'evidence-1150493', 'evidence-1077625', 'evidence-747315', 'evidence-35625', 'evidence-769578', 'evidence-262618', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-311208', 'evidence-413410', 'evidence-1086865', 'evidence-338987', 'evidence-1076603']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'antarctica warming particularly strong warming noted antarctic peninsula', 'total warming greenland', 'global warming debate', 'greenhouse gas causing warming rate warming higher troposphere surface', 'warming past century found warming similar hemispheres', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'proceed warming', 'greenhouse gas causing warming rate warming higher troposphere surface', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'case conclusions earth system warming much warming likely due human activities']"
claim-2787,hansen 1988 results evidence actual climate sensitivity 3°c doubling atmospheric co2,"['evidence-430265', 'evidence-540292', 'evidence-126737', 'evidence-57888', 'evidence-1150493', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-478,protecting restoring forests would reduce 18% emissions 2030,"['evidence-430265', 'evidence-1150493', 'evidence-540292', 'evidence-57888', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-311208', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-1086865', 'evidence-338987']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'global warming contributes 0 6°c', 'global warming refers global averages amount warming varying region', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'proceed warming', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming']"
claim-988,unlikely scenarios sudden becoming probable thought ’ says sweet ”,"['evidence-430265', 'evidence-540292', 'evidence-1150493', 'evidence-57888', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'global warming refers global averages amount warming varying region', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-266,ipcc longer includes ‘hockey stick’ chart reports,"['evidence-430265', 'evidence-1150493', 'evidence-126737', 'evidence-57888', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-311208', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-413410', 'evidence-1086865', 'evidence-338987']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'proceed warming', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'greenhouse gas causing warming rate warming higher troposphere surface', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming']"
claim-2282,isolated cases growing glaciers overwhelming trend glaciers worldwide retreat,"['evidence-430265', 'evidence-540292', 'evidence-1150493', 'evidence-57888', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-311208', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'global warming refers global averages amount warming varying region', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'proceed warming', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-2895,latest measurements involve use satellite gravimetry estimating mass terrain beneath detecting slight changes gravity satellite passes overhead,"['evidence-51798', 'evidence-430265', 'evidence-540292', 'evidence-383968', 'evidence-57888', 'evidence-323590', 'evidence-35625', 'evidence-210566', 'evidence-262618', 'evidence-368794', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'extinction risk global warming risk species becoming extinct due effects global warming', 'global warming refers global averages amount warming varying region', 'total increase global warming century ~0 3 °c rather catastrophic warming 3-6°c 4-11°f predicted ipcc', 'global warming debate', 'recent global warming one many natural cycles warming cooling geologic history', 'warming past century found warming similar hemispheres', 'shows general warming global temperatures', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-349,evidence increase floods globally,"['evidence-430265', 'evidence-1150493', 'evidence-1077625', 'evidence-747315', 'evidence-35625', 'evidence-769578', 'evidence-262618', 'evidence-311208', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-413410', 'evidence-1086865', 'evidence-338987', 'evidence-1076603']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'antarctica warming particularly strong warming noted antarctic peninsula', 'total warming greenland', 'global warming debate', 'greenhouse gas causing warming rate warming higher troposphere surface', 'warming past century found warming similar hemispheres', 'proceed warming', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'greenhouse gas causing warming rate warming higher troposphere surface', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'case conclusions earth system warming much warming likely due human activities']"
claim-2101,clouds provide negative feedback,"['evidence-430265', 'evidence-1150493', 'evidence-1077625', 'evidence-747315', 'evidence-35625', 'evidence-769578', 'evidence-262618', 'evidence-311208', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-413410', 'evidence-1086865', 'evidence-338987', 'evidence-1076603']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'antarctica warming particularly strong warming noted antarctic peninsula', 'total warming greenland', 'global warming debate', 'greenhouse gas causing warming rate warming higher troposphere surface', 'warming past century found warming similar hemispheres', 'proceed warming', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'greenhouse gas causing warming rate warming higher troposphere surface', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'case conclusions earth system warming much warming likely due human activities']"
claim-897,report […] found united states one pollution-free nations world ”,"['evidence-430265', 'evidence-540292', 'evidence-1150493', 'evidence-57888', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-311208', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'global warming refers global averages amount warming varying region', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'proceed warming', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-3063,another global warming myth comes crashing,"['evidence-430265', 'evidence-1150493', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-769578', 'evidence-262618', 'evidence-210566', 'evidence-311208', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-413410', 'evidence-1086865', 'evidence-338987']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'greenhouse gas causing warming rate warming higher troposphere surface', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'proceed warming', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'greenhouse gas causing warming rate warming higher troposphere surface', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming']"
claim-386,renew­ables wind turbines environmentally disastrous pollute huge land area slice dice birds bats kill insects bird food create health problems humans live within kilometres leave toxins around turbine site despoil landscape,"['evidence-51798', 'evidence-383968', 'evidence-540292', 'evidence-57888', 'evidence-35625', 'evidence-268112', 'evidence-954785', 'evidence-1080520', 'evidence-255653', 'evidence-368794', 'evidence-953766', 'evidence-446205', 'evidence-417371', 'evidence-403673', 'evidence-597452']","['2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'extinction risk global warming risk species becoming extinct due effects global warming', 'global warming contributes 0 6°c', 'global warming refers global averages amount warming varying region', 'global warming debate', 'led increases mean global temperature global warming', 'less 14% observed global warming', 'four aspects global education universities india might focus global curriculum global faculty global degrees global interaction', 'global warming major threat global biodiversity', 'shows general warming global temperatures', 'complex politics global warming results numerous cofactors arising global economy interdependence carbon dioxide emitting hydrocarbon energy sources directly implicated global warming—making global warming non-traditional environmental challenge', 'statements concur global scientific consensus global climate warming', 'accurately global warming mainly human-caused increase global surface temperatures projected continuation climate change includes global warming effects changes precipitation', 'global warming 1 5 °c', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-2691,myriad radiative forcings affect planet energy imbalance,"['evidence-430265', 'evidence-1150493', 'evidence-126737', 'evidence-57888', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-311208', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-413410', 'evidence-1086865', 'evidence-338987']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'proceed warming', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'greenhouse gas causing warming rate warming higher troposphere surface', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming']"
claim-530,south australia winning unreliable grid world outside africa expensive electricity,"['evidence-430265', 'evidence-540292', 'evidence-1150493', 'evidence-57888', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'global warming refers global averages amount warming varying region', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-2979,water vapor helps trap heat far strongest major greenhouse gases contributing 36–72 percent greenhouse effect,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-323590', 'evidence-57888', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'total increase global warming century ~0 3 °c rather catastrophic warming 3-6°c 4-11°f predicted ipcc', 'global warming refers global averages amount warming varying region', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-665,many scientists surprised researchers subsequently found ringed bearded seals primary prey polar bears north bering strait especially thrived longer open-water season particularly conducive fishing,"['evidence-51798', 'evidence-383968', 'evidence-540292', 'evidence-430265', 'evidence-57888', 'evidence-35625', 'evidence-268112', 'evidence-954785', 'evidence-255653', 'evidence-368794', 'evidence-1120350', 'evidence-953766', 'evidence-417371', 'evidence-403673', 'evidence-1086865', 'evidence-597452']","['2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'extinction risk global warming risk species becoming extinct due effects global warming', 'global warming contributes 0 6°c', 'stated warming mars evidence global warming earth caused changes sun', 'global warming refers global averages amount warming varying region', 'global warming debate', 'led increases mean global temperature global warming', 'less 14% observed global warming', 'global warming major threat global biodiversity', 'shows general warming global temperatures', 'currently surface temperatures rising 0 2 °c per decade', 'complex politics global warming results numerous cofactors arising global economy interdependence carbon dioxide emitting hydrocarbon energy sources directly implicated global warming—making global warming non-traditional environmental challenge', 'accurately global warming mainly human-caused increase global surface temperatures projected continuation climate change includes global warming effects changes precipitation', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-199,past warming never threat life earth,"['evidence-430265', 'evidence-1150493', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-769578', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-311208', 'evidence-413410', 'evidence-1086865', 'evidence-338987']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'greenhouse gas causing warming rate warming higher troposphere surface', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'proceed warming', 'greenhouse gas causing warming rate warming higher troposphere surface', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming']"
claim-490,ipcc report warning last week world “nowhere near track” meet paris commitments,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-126737', 'evidence-57888', 'evidence-323590', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'total increase global warming century ~0 3 °c rather catastrophic warming 3-6°c 4-11°f predicted ipcc', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
